"category","sales","ship_date","product_id","city","profit","state","zipcode","row_id","region","ship_mode","order_id","segment","sub_category","order_date","quantity","discount","country","customer_name","product_name","customer_id"
"Office Supplies","13.392","2017-12-09","OFF-AR-10000716","Philadelphia","3.1806","Pennsylvania","19134","5520","East","Standard Class","CA-2017-117667","Corporate","Art","2017-12-04","3","","United States","Michael Stewart","DIXON Ticonderoga Erasable Checking Pencils","MS-17980"
"Office Supplies","23.92","2017-12-09","OFF-PA-10002709","Philadelphia","8.671","Pennsylvania","19134","5521","East","Standard Class","CA-2017-117667","Corporate","Paper","2017-12-04","5","","United States","Michael Stewart","Xerox 1956","MS-17980"
"Technology","255.968","2017-12-09","TEC-AC-10000580","Philadelphia","-28.7964","Pennsylvania","19134","5522","East","Standard Class","CA-2017-117667","Corporate","Accessories","2017-12-04","4","","United States","Michael Stewart","Logitech G13 Programmable Gameboard with LCD Display","MS-17980"
"Office Supplies","21.552","2016-06-07","OFF-BI-10000829","Santa Clara","7.0044","California","95051","5523","West","First Class","CA-2016-110982","Consumer","Binders","2016-06-05","6","","United States","Chloris Kastensmidt","Avery Non-Stick Binders","CK-12205"
"Office Supplies","58.24","2016-06-07","OFF-AP-10004859","Santa Clara","15.7248","California","95051","5524","West","First Class","CA-2016-110982","Consumer","Appliances","2016-06-05","4","0","United States","Chloris Kastensmidt","Acco 6 Outlet Guardian Premium Surge Suppressor","CK-12205"
"Office Supplies","80.28","2016-12-12","OFF-PA-10000575","Long Beach","36.9288","California","90805","5525","West","First Class","CA-2016-147123","Home Office","Paper","2016-12-10","12","0","United States","Sanjit Jacobs","Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page","SJ-20125"
"Office Supplies","9.78","2017-05-05","OFF-AR-10002804","Los Angeles","4.0098","California","90008","5526","West","Standard Class","CA-2017-154501","Corporate","Art","2017-04-30","2","0","United States","Erin Ashbrook","Faber Castell Col-Erase Pencils","EA-14035"
"Office Supplies","1.81","2017-04-28","OFF-FA-10002676","Santa Barbara","0.6516","California","93101","5527","West","Standard Class","CA-2017-166933","Home Office","Fasteners","2017-04-24","1","0","United States","Michael Granlund","Colored Push Pins","MG-17890"
"Office Supplies","37.94","2015-05-10","OFF-PA-10003465","New York City","18.2112","New York","10009","5528","East","First Class","CA-2015-142055","Home Office","Paper","2015-05-08","2","0","United States","Alejandro Ballentine","Xerox 1912","AB-10255"
"Technology","79.96","2015-04-04","TEC-PH-10000011","Jacksonville","27.986","Florida","32216","5529","South","Standard Class","CA-2015-137106","Corporate","Phones","2015-03-31","5","","United States","Scott Cohen","PureGear Roll-On Screen Protector","SC-20260"
"Office Supplies","115.296","2017-08-11","OFF-PA-10004381","Cedar Hill","40.3536","Texas","75104","5530","Central","Standard Class","CA-2017-136609","Corporate","Paper","2017-08-06","3","","United States","Todd Boyes","14-7/8 x 11 Blue Bar Computer Printout Paper","TB-21355"
"Technology","2479.96","2017-12-06","TEC-PH-10001795","Omaha","743.988","Nebraska","68104","5531","Central","Standard Class","CA-2017-160885","Consumer","Phones","2017-12-02","4","0","United States","Juliana Krohn","ClearOne CHATAttach 160 - speaker phone","JK-16090"
"Technology","179.94","2016-06-07","TEC-AC-10001109","Little Rock","75.5748","Arkansas","72209","5532","South","First Class","US-2016-167472","Consumer","Accessories","2016-06-06","6","0","United States","Clytie Kelty","Logitech Trackman Marble Mouse","CK-12595"
"Technology","26.85","2016-06-07","TEC-AC-10003038","Little Rock","5.1015","Arkansas","72209","5533","South","First Class","US-2016-167472","Consumer","Accessories","2016-06-06","3","0","United States","Clytie Kelty","Kingston Digital DataTraveler 16GB USB 2.0","CK-12595"
"Technology","323.37","2016-06-07","TEC-AC-10003174","Little Rock","129.348","Arkansas","72209","5534","South","First Class","US-2016-167472","Consumer","Accessories","2016-06-06","3","0","United States","Clytie Kelty","Plantronics S12 Corded Telephone Headset System","CK-12595"
"Office Supplies","59.94","2016-06-07","OFF-PA-10000157","Little Rock","28.1718","Arkansas","72209","5535","South","First Class","US-2016-167472","Consumer","Paper","2016-06-06","3","0","United States","Clytie Kelty","Xerox 191","CK-12595"
"Office Supplies","64.14","2016-06-07","OFF-BI-10001721","Little Rock","30.7872","Arkansas","72209","5536","South","First Class","US-2016-167472","Consumer","Binders","2016-06-06","3","0","United States","Clytie Kelty","Trimflex Flexible Post Binders","CK-12595"
"Office Supplies","11.67","2016-06-07","OFF-BI-10000591","Little Rock","5.6016","Arkansas","72209","5537","South","First Class","US-2016-167472","Consumer","Binders","2016-06-06","3","0","United States","Clytie Kelty","Avery Binder Labels","CK-12595"
"Office Supplies","12.96","2016-06-07","OFF-PA-10001534","Little Rock","6.2208","Arkansas","72209","5538","South","First Class","US-2016-167472","Consumer","Paper","2016-06-06","2","0","United States","Clytie Kelty","Xerox 230","CK-12595"
"Office Supplies","17.43","2015-04-20","OFF-BI-10002071","Norfolk","8.0178","Nebraska","68701","5539","Central","Standard Class","CA-2015-120551","Consumer","Binders","2015-04-13","3","0","United States","Sonia Sunley","Fellowes Black Plastic Comb Bindings","SS-20590"
"Furniture","181.986","2017-05-26","FUR-CH-10000513","Chicago","-54.5958","Illinois","60653","5540","Central","Standard Class","US-2017-150595","Consumer","Chairs","2017-05-22","2","","United States","Laurel Elliston","High-Back Leather Manager's Chair","LE-16810"
"Office Supplies","1.592","2017-05-26","OFF-BI-10003274","Chicago","-2.6268","Illinois","60653","5541","Central","Standard Class","US-2017-150595","Consumer","Binders","2017-05-22","2","","United States","Laurel Elliston","Avery Durable Slant Ring Binders, No Labels","LE-16810"
"Office Supplies","22.344","2017-05-26","OFF-SU-10000381","Chicago","2.5137","Illinois","60653","5542","Central","Standard Class","US-2017-150595","Consumer","Supplies","2017-05-22","3","","United States","Laurel Elliston","Acme Forged Steel Scissors with Black Enamel Handles","LE-16810"
"Furniture","455.97","2016-12-25","FUR-TA-10001086","Tucson","-218.8656","Arizona","85705","5543","West","Standard Class","CA-2016-134936","Corporate","Tables","2016-12-19","6","","United States","Erin Smith","SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine","ES-14080"
"Office Supplies","10.44","2016-12-25","OFF-BI-10000174","Tucson","-7.656","Arizona","85705","5544","West","Standard Class","CA-2016-134936","Corporate","Binders","2016-12-19","6","","United States","Erin Smith","Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear","ES-14080"
"Office Supplies","5.214","2016-12-25","OFF-BI-10002103","Tucson","-4.1712","Arizona","85705","5545","West","Standard Class","CA-2016-134936","Corporate","Binders","2016-12-19","2","","United States","Erin Smith","Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl","ES-14080"
"Office Supplies","67.4","2017-09-26","OFF-ST-10001590","Concord","17.524","New Hampshire","3301","5546","East","Standard Class","CA-2017-102967","Home Office","Storage","2017-09-22","5","0","United States","Michael Granlund","Tenex Personal Project File with Scoop Front Design, Black","MG-17890"
"Furniture","25.16","2017-09-08","FUR-FU-10002396","Draper","10.5672","Utah","84020","5547","West","First Class","CA-2017-151008","Consumer","Furnishings","2017-09-07","2","0","United States","Justin MacKendrick","DAX Copper Panel Document Frame, 5 x 7 Size","JM-16195"
"Technology","126.56","2017-09-08","TEC-PH-10002807","Draper","47.46","Utah","84020","5548","West","First Class","CA-2017-151008","Consumer","Phones","2017-09-07","4","","United States","Justin MacKendrick","Motorla HX550 Universal Bluetooth Headset","JM-16195"
"Office Supplies","43.68","2014-12-01","OFF-AP-10004859","San Francisco","11.7936","California","94109","5549","West","First Class","CA-2014-159800","Consumer","Appliances","2014-11-28","3","0","United States","Sheri Gordon","Acco 6 Outlet Guardian Premium Surge Suppressor","SG-20470"
"Technology","139.93","2014-12-01","TEC-AC-10003447","San Francisco","34.9825","California","94109","5550","West","First Class","CA-2014-159800","Consumer","Accessories","2014-11-28","7","0","United States","Sheri Gordon","Micropad Numeric Keypads","SG-20470"
"Office Supplies","2.672","2014-11-16","OFF-AR-10003183","Houston","0.334","Texas","77036","5551","Central","Standard Class","US-2014-159618","Corporate","Art","2014-11-12","1","","United States","Darren Budd","Avery Fluorescent Highlighter Four-Color Set","DB-12970"
"Office Supplies","16.656","2014-11-16","OFF-SU-10000432","Houston","-3.123","Texas","77036","5552","Central","Standard Class","US-2014-159618","Corporate","Supplies","2014-11-12","6","","United States","Darren Budd","Acco Side-Punched Conventional Columnar Pads","DB-12970"
"Technology","79.512","2014-11-16","TEC-AC-10003832","Houston","20.8719","Texas","77036","5553","Central","Standard Class","US-2014-159618","Corporate","Accessories","2014-11-12","3","","United States","Darren Budd","Imation 16GB Mini TravelDrive USB 2.0 Flash Drive","DB-12970"
"Office Supplies","36.288","2014-11-16","OFF-PA-10004100","Houston","12.7008","Texas","77036","5554","Central","Standard Class","US-2014-159618","Corporate","Paper","2014-11-12","7","","United States","Darren Budd","Xerox 216","DB-12970"
"Furniture","67.9932","2014-11-16","FUR-BO-10004467","Houston","-12.9987","Texas","77036","5555","Central","Standard Class","US-2014-159618","Corporate","Bookcases","2014-11-12","1","","United States","Darren Budd","Bestar Classic Bookcase","DB-12970"
"Furniture","10.16","2017-10-06","FUR-FU-10002963","Montgomery","3.4544","Alabama","36116","5556","South","Second Class","CA-2017-116113","Corporate","Furnishings","2017-10-02","2","0","United States","Jane Waco","Master Caster Door Stop, Gray","JW-15220"
"Furniture","6.16","2015-12-18","FUR-FU-10003829","Jackson","1.9712","Mississippi","39212","5557","South","Standard Class","CA-2015-125066","Corporate","Furnishings","2015-12-14","2","0","United States","Keith Dawkins","Stackable Trays","KD-16495"
"Office Supplies","56.3","2015-12-18","OFF-AR-10003582","Jackson","15.764","Mississippi","39212","5558","South","Standard Class","CA-2015-125066","Corporate","Art","2015-12-14","2","0","United States","Keith Dawkins","Boston Electric Pencil Sharpener, Model 1818, Charcoal Black","KD-16495"
"Office Supplies","6.48","2015-12-10","OFF-PA-10000048","North Las Vegas","3.1104","Nevada","89031","5559","West","Standard Class","US-2015-114741","Consumer","Paper","2015-12-06","1","0","United States","Ivan Liston","Xerox 20","IL-15100"
"Office Supplies","1325.85","2015-12-10","OFF-ST-10000078","North Las Vegas","238.653","Nevada","89031","5560","West","Standard Class","US-2015-114741","Consumer","Storage","2015-12-06","5","0","United States","Ivan Liston","Tennsco 6- and 18-Compartment Lockers","IL-15100"
"Office Supplies","14.94","2015-12-10","OFF-LA-10004853","North Las Vegas","6.8724","Nevada","89031","5561","West","Standard Class","US-2015-114741","Consumer","Labels","2015-12-06","3","0","United States","Ivan Liston","Avery 483","IL-15100"
"Office Supplies","34.54","2017-04-02","OFF-BI-10001153","Atlanta","17.27","Georgia","30318","5562","South","Second Class","CA-2017-133263","Corporate","Binders","2017-03-31","1","0","United States","Jim Epp","Ibico Recycled Grain-Textured Covers","JE-15610"
"Technology","2999.95","2017-04-02","TEC-CO-10001449","Atlanta","1439.976","Georgia","30318","5563","South","Second Class","CA-2017-133263","Corporate","Copiers","2017-03-31","5","0","United States","Jim Epp","Hewlett Packard LaserJet 3310 Copier","JE-15610"
"Office Supplies","64.12","2017-04-02","OFF-BI-10000474","Atlanta","30.7776","Georgia","30318","5564","South","Second Class","CA-2017-133263","Corporate","Binders","2017-03-31","4","0","United States","Jim Epp","Avery Recycled Flexi-View Covers for Binding Systems","JE-15610"
"Office Supplies","19.456","2017-03-13","OFF-AR-10000799","Chicago","2.1888","Illinois","60610","5565","Central","Same Day","CA-2017-157966","Home Office","Art","2017-03-13","4","","United States","Stephanie Ulpright","Col-Erase Pencils with Erasers","SU-20665"
"Technology","209.986","2017-03-13","TEC-MA-10002109","Chicago","8.9994","Illinois","60610","5566","Central","Same Day","CA-2017-157966","Home Office","Machines","2017-03-13","2","","United States","Stephanie Ulpright","HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax","SU-20665"
"Office Supplies","29.76","2017-03-13","OFF-AR-10003338","Chicago","1.86","Illinois","60610","5567","Central","Same Day","CA-2017-157966","Home Office","Art","2017-03-13","5","","United States","Stephanie Ulpright","Eberhard Faber 3 1/2"" Golf Pencils","SU-20665"
"Furniture","89.768","2017-03-13","FUR-CH-10003606","Chicago","-2.5648","Illinois","60610","5568","Central","Same Day","CA-2017-157966","Home Office","Chairs","2017-03-13","1","","United States","Stephanie Ulpright","SAFCO Folding Chair Trolley","SU-20665"
"Technology","959.984","2017-03-13","TEC-CO-10001449","Chicago","335.9944","Illinois","60610","5569","Central","Same Day","CA-2017-157966","Home Office","Copiers","2017-03-13","2","","United States","Stephanie Ulpright","Hewlett Packard LaserJet 3310 Copier","SU-20665"
"Office Supplies","15.552","2017-03-13","OFF-PA-10001934","Chicago","5.6376","Illinois","60610","5570","Central","Same Day","CA-2017-157966","Home Office","Paper","2017-03-13","3","","United States","Stephanie Ulpright","Xerox 1993","SU-20665"
"Technology","34.36","2017-03-13","TEC-PH-10001527","Chicago","-7.3015","Illinois","60610","5571","Central","Same Day","CA-2017-157966","Home Office","Phones","2017-03-13","1","","United States","Stephanie Ulpright","Plantronics MX500i Earset","SU-20665"
"Office Supplies","98.376","2014-12-09","OFF-PA-10001033","Columbus","35.6613","Ohio","43229","5572","East","Standard Class","CA-2014-151162","Corporate","Paper","2014-12-05","3","","United States","Erin Ashbrook","Xerox 1893","EA-14035"
"Office Supplies","29.94","2014-12-09","OFF-BI-10003719","Columbus","-23.952","Ohio","43229","5573","East","Standard Class","CA-2014-151162","Corporate","Binders","2014-12-05","4","","United States","Erin Ashbrook","Large Capacity Hanging Post Binders","EA-14035"
"Office Supplies","17.472","2014-12-09","OFF-PA-10003036","Columbus","5.6784","Ohio","43229","5574","East","Standard Class","CA-2014-151162","Corporate","Paper","2014-12-05","3","","United States","Erin Ashbrook","Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book","EA-14035"
"Technology","36.738","2014-12-09","TEC-PH-10001870","Columbus","-9.1845","Ohio","43229","5575","East","Standard Class","CA-2014-151162","Corporate","Phones","2014-12-05","1","","United States","Erin Ashbrook","Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5","EA-14035"
"Technology","179.94","2014-12-09","TEC-PH-10001809","Columbus","-44.985","Ohio","43229","5576","East","Standard Class","CA-2014-151162","Corporate","Phones","2014-12-05","2","","United States","Erin Ashbrook","Panasonic KX T7736-B Digital phone","EA-14035"
"Furniture","383.64","2016-12-16","FUR-FU-10004864","Pasadena","122.7648","California","91104","5577","West","Standard Class","CA-2016-136686","Consumer","Furnishings","2016-12-12","6","0","United States","Roy Französisch","Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock","RF-19840"
"Office Supplies","56.52","2016-12-16","OFF-AP-10002350","Pasadena","15.8256","California","91104","5578","West","Standard Class","CA-2016-136686","Consumer","Appliances","2016-12-12","3","0","United States","Roy Französisch","Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector","RF-19840"
"Office Supplies","6.56","2017-09-14","OFF-AR-10003829","Los Angeles","1.9024","California","90004","5579","West","Second Class","CA-2017-137498","Consumer","Art","2017-09-09","2","0","United States","Liz Carlisle","Newell 35","LC-17050"
"Furniture","243.92","2017-09-14","FUR-CH-10003833","Los Angeles","-15.245","California","90004","5580","West","Second Class","CA-2017-137498","Consumer","Chairs","2017-09-09","5","","United States","Liz Carlisle","Novimex Fabric Task Chair","LC-17050"
"Office Supplies","47.52","2017-09-14","OFF-PA-10000143","Los Angeles","22.8096","California","90004","5581","West","Second Class","CA-2017-137498","Consumer","Paper","2017-09-09","9","0","United States","Liz Carlisle","Astroparche Fine Business Paper","LC-17050"
"Furniture","19.98","2017-10-08","FUR-FU-10000076","Clinton","8.5914","Maryland","20735","5582","East","Standard Class","CA-2017-163818","Home Office","Furnishings","2017-10-04","1","0","United States","Paul Stevenson","24-Hour Round Wall Clock","PS-18970"
"Office Supplies","8.0","2016-05-13","OFF-AR-10000462","New York City","3.44","New York","10024","5583","East","Standard Class","CA-2016-161158","Home Office","Art","2016-05-09","5","0","United States","Paul Stevenson","Sanford Pocket Accent Highlighters","PS-18970"
"Furniture","6.16","2014-12-19","FUR-FU-10003829","San Diego","1.9712","California","92037","5584","West","Second Class","CA-2014-116673","Consumer","Furnishings","2014-12-15","2","0","United States","Jas O'Carroll","Stackable Trays","JO-15280"
"Office Supplies","83.56","2017-12-04","OFF-ST-10002182","New York City","1.6712","New York","10011","5585","East","Standard Class","CA-2017-105333","Home Office","Storage","2017-11-30","4","0","United States","Victor Preis","Iris 3-Drawer Stacking Bin, Black","VP-21730"
"Technology","546.06","2017-12-04","TEC-PH-10001468","New York City","163.818","New York","10011","5586","East","Standard Class","CA-2017-105333","Home Office","Phones","2017-11-30","3","0","United States","Victor Preis","Panasonic Business Telephones KX-T7736","VP-21730"
"Office Supplies","269.49","2017-12-04","OFF-ST-10001809","New York City","5.3898","New York","10011","5587","East","Standard Class","CA-2017-105333","Home Office","Storage","2017-11-30","3","0","United States","Victor Preis","Fellowes Officeware Wire Shelving","VP-21730"
"Office Supplies","10.9","2015-03-20","OFF-FA-10001561","Lancaster","3.597","California","93534","5588","West","First Class","CA-2015-149993","Consumer","Fasteners","2015-03-19","5","0","United States","Guy Armstrong","Stockwell Push Pins","GA-14725"
"Office Supplies","6.096","2014-07-24","OFF-BI-10001759","Great Falls","2.2098","Montana","59405","5589","West","Standard Class","CA-2014-168158","Home Office","Binders","2014-07-19","2","","United States","Eugene Moren","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue","EM-14140"
"Office Supplies","34.05","2016-12-11","OFF-ST-10000615","San Francisco","9.534","California","94110","5590","West","Second Class","CA-2016-115224","Consumer","Storage","2016-12-08","3","0","United States","Doug Bickford","SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h","DB-13615"
"Office Supplies","352.38","2016-12-11","OFF-ST-10003816","San Francisco","81.0474","California","94110","5591","West","Second Class","CA-2016-115224","Consumer","Storage","2016-12-08","2","0","United States","Doug Bickford","Fellowes High-Stak Drawer Files","DB-13615"
"Furniture","245.98","2014-10-18","FUR-CH-10002880","Lakewood","27.0578","New Jersey","8701","5592","East","Second Class","CA-2014-164742","Corporate","Chairs","2014-10-13","2","0","United States","Marina Lichtenstein","Global High-Back Leather Tilter, Burgundy","ML-17395"
"Office Supplies","18.94","2014-10-18","OFF-BI-10004738","Lakewood","9.47","New Jersey","8701","5593","East","Second Class","CA-2014-164742","Corporate","Binders","2014-10-13","1","0","United States","Marina Lichtenstein","Flexible Leather- Look Classic Collection Ring Binder","ML-17395"
"Office Supplies","59.913","2017-11-25","OFF-BI-10003984","Cleveland","-45.9333","Ohio","44105","5594","East","Standard Class","US-2017-108014","Consumer","Binders","2017-11-19","7","","United States","Jennifer Halladay","Lock-Up Easel 'Spel-Binder'","JH-15430"
"Technology","391.98","2017-09-24","TEC-PH-10000984","Lawrence","109.7544","Massachusetts","1841","5595","East","Same Day","CA-2017-160325","Corporate","Phones","2017-09-24","2","0","United States","Bart Pistole","Panasonic KX-TG9471B","BP-11095"
"Technology","437.85","2017-09-24","TEC-PH-10001944","Lawrence","131.355","Massachusetts","1841","5596","East","Same Day","CA-2017-160325","Corporate","Phones","2017-09-24","3","0","United States","Bart Pistole","Wi-Ex zBoost YX540 Cellular Phone Signal Booster","BP-11095"
"Office Supplies","68.62","2015-09-29","OFF-BI-10002735","Concord","32.2514","New Hampshire","3301","5597","East","Standard Class","CA-2015-159779","Consumer","Binders","2015-09-25","2","0","United States","Sarah Brown","GBC Prestige Therm-A-Bind Covers","SB-20185"
"Office Supplies","25.02","2017-02-20","OFF-SU-10001165","Baltimore","6.5052","Maryland","21215","5598","East","Standard Class","CA-2017-151176","Consumer","Supplies","2017-02-13","3","0","United States","Stewart Visinsky","Acme Elite Stainless Steel Scissors","SV-20785"
"Office Supplies","10.71","2017-02-20","OFF-AR-10000614","Baltimore","2.7846","Maryland","21215","5599","East","Standard Class","CA-2017-151176","Consumer","Art","2017-02-13","3","0","United States","Stewart Visinsky","Barrel Sharpener","SV-20785"
"Office Supplies","55.984","2014-10-03","OFF-AR-10004010","Columbus","4.1988","Ohio","43229","5600","East","Same Day","CA-2014-108903","Consumer","Art","2014-10-03","2","","United States","Denny Ordway","Hunt Boston Vacuum Mount KS Pencil Sharpener","DO-13435"
"Office Supplies","14.48","2014-10-03","OFF-EN-10004030","Columbus","4.887","Ohio","43229","5601","East","Same Day","CA-2014-108903","Consumer","Envelopes","2014-10-03","5","","United States","Denny Ordway","Convenience Packs of Business Envelopes","DO-13435"
"Technology","142.488","2014-10-03","TEC-AC-10003023","Columbus","-3.5622","Ohio","43229","5602","East","Same Day","CA-2014-108903","Consumer","Accessories","2014-10-03","3","","United States","Denny Ordway","Logitech G105 Gaming Keyboard","DO-13435"
"Office Supplies","14.16","2016-08-29","OFF-ST-10003572","Houston","1.062","Texas","77041","5603","Central","Second Class","CA-2016-117919","Corporate","Storage","2016-08-27","1","","United States","Todd Boyes","Portfile Personal File Boxes","TB-21355"
"Office Supplies","79.92","2016-08-29","OFF-PA-10004353","Houston","27.972","Texas","77041","5604","Central","Second Class","CA-2016-117919","Corporate","Paper","2016-08-27","5","","United States","Todd Boyes","Southworth 25% Cotton Premium Laser Paper and Envelopes","TB-21355"
"Office Supplies","590.352","2015-12-07","OFF-BI-10003718","New York City","206.6232","New York","10011","5605","East","Standard Class","CA-2015-142475","Corporate","Binders","2015-12-03","6","","United States","Bill Stewart","GBC Therma-A-Bind 250T Electric Binding System","BS-11380"
"Furniture","17.088","2016-09-25","FUR-FU-10001546","Greensboro","1.068","North Carolina","27405","5606","South","Standard Class","CA-2016-134516","Corporate","Furnishings","2016-09-20","2","","United States","Filia McAdams","Dana Swing-Arm Lamps","FM-14215"
"Furniture","98.392","2016-09-25","FUR-CH-10002880","Greensboro","-11.0691","North Carolina","27405","5607","South","Standard Class","CA-2016-134516","Corporate","Chairs","2016-09-20","1","","United States","Filia McAdams","Global High-Back Leather Tilter, Burgundy","FM-14215"
"Office Supplies","11.05","2017-03-31","OFF-AR-10001547","New York City","2.9835","New York","10024","5608","East","Standard Class","CA-2017-105193","Consumer","Art","2017-03-25","5","0","United States","John Lee","Newell 311","JL-15835"
"Office Supplies","7.78","2015-12-11","OFF-AP-10001626","San Francisco","2.0228","California","94109","5609","West","Standard Class","CA-2015-168634","Consumer","Appliances","2015-12-06","2","0","United States","Art Ferguson","Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags","AF-10870"
"Technology","659.9","2017-09-05","TEC-AC-10003033","Monroe","217.767","Louisiana","71203","5610","South","Standard Class","CA-2017-117198","Consumer","Accessories","2017-08-31","2","0","United States","Barry Gonzalez","Plantronics CS510 - Over-the-Head monaural Wireless Headset System","BG-11035"
"Technology","53.04","2015-10-07","TEC-AC-10002323","Cincinnati","-4.641","Ohio","45231","5611","East","First Class","CA-2015-145828","Consumer","Accessories","2015-10-05","3","","United States","Maria Bertelson","SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card","MB-17305"
"Technology","843.9","2017-08-22","TEC-AC-10002049","Seattle","371.316","Washington","98105","5612","West","Standard Class","CA-2017-121027","Corporate","Accessories","2017-08-18","2","0","United States","Helen Wasserman","Plantronics Savi W720 Multi-Device Wireless Headset System","HW-14935"
"Technology","1496.16","2017-08-22","TEC-AC-10002253","Seattle","224.424","Washington","98105","5613","West","Standard Class","CA-2017-121027","Corporate","Accessories","2017-08-18","9","0","United States","Helen Wasserman","Imation Bio 8GB USB Flash Drive Imation Corp","HW-14935"
"Office Supplies","117.96","2016-02-07","OFF-ST-10003994","New York City","5.898","New York","10011","5614","East","Standard Class","CA-2016-147431","Consumer","Storage","2016-02-02","2","0","United States","Adrian Barton","Belkin 19"" Center-Weighted Shelf, Gray","AB-10105"
"Office Supplies","21.3","2016-08-27","OFF-AR-10002399","New York City","8.733","New York","10035","5615","East","Standard Class","CA-2016-158001","Corporate","Art","2016-08-23","5","0","United States","Jennifer Patt","Dixon Prang Watercolor Pencils, 10-Color Set with Brush","JP-15460"
"Office Supplies","1040.8","2016-08-27","OFF-AP-10002118","New York City","281.016","New York","10035","5616","East","Standard Class","CA-2016-158001","Corporate","Appliances","2016-08-23","5","0","United States","Jennifer Patt","1.7 Cubic Foot Compact ""Cube"" Office Refrigerators","JP-15460"
"Office Supplies","29.34","2016-08-27","OFF-AR-10001954","New York City","7.9218","New York","10035","5617","East","Standard Class","CA-2016-158001","Corporate","Art","2016-08-23","6","0","United States","Jennifer Patt","Newell 331","JP-15460"
"Furniture","19.52","2017-07-04","FUR-FU-10001591","Memphis","5.368","Tennessee","38109","5618","South","Standard Class","CA-2017-125745","Corporate","Furnishings","2017-06-30","2","","United States","Darrin Van Huff","Advantus Panel Wall Certificate Holder - 8.5x11","DV-13045"
"Office Supplies","443.92","2015-09-21","OFF-ST-10004186","San Diego","8.8784","California","92105","5619","West","First Class","CA-2015-101154","Consumer","Storage","2015-09-18","4","0","United States","Charlotte Melton","Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D","CM-12190"
"Technology","499.95","2016-09-30","TEC-AC-10001908","La Crosse","174.9825","Wisconsin","54601","5620","Central","Standard Class","US-2016-124163","Corporate","Accessories","2016-09-25","5","0","United States","Steve Chapman","Logitech Wireless Headset h800","SC-20695"
"Office Supplies","3.04","2016-09-30","OFF-AR-10000817","La Crosse","1.0336","Wisconsin","54601","5621","Central","Standard Class","US-2016-124163","Corporate","Art","2016-09-25","1","0","United States","Steve Chapman","Manco Dry-Lighter Erasable Highlighter","SC-20695"
"Furniture","201.96","2016-09-30","FUR-CH-10004218","La Crosse","50.49","Wisconsin","54601","5622","Central","Standard Class","US-2016-124163","Corporate","Chairs","2016-09-25","2","0","United States","Steve Chapman","Global Fabric Manager's Chair, Dark Gray","SC-20695"
"Furniture","68.64","2016-09-30","FUR-FU-10000755","La Crosse","17.16","Wisconsin","54601","5623","Central","Standard Class","US-2016-124163","Corporate","Furnishings","2016-09-25","11","0","United States","Steve Chapman","Eldon Expressions Mahogany Wood Desk Collection","SC-20695"
"Technology","100.0","2016-10-28","TEC-AC-10003063","Los Angeles","21.0","California","90032","5624","West","Second Class","CA-2016-121748","Corporate","Accessories","2016-10-24","4","0","United States","Victoria Wilson","Micro Innovations USB RF Wireless Keyboard with Mouse","VW-21775"
"Technology","359.98","2016-10-28","TEC-AC-10002637","Los Angeles","21.5988","California","90032","5625","West","Second Class","CA-2016-121748","Corporate","Accessories","2016-10-24","2","0","United States","Victoria Wilson","Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black)","VW-21775"
"Furniture","6.16","2014-10-01","FUR-FU-10001706","Seattle","2.9568","Washington","98115","5626","West","Second Class","CA-2014-126683","Home Office","Furnishings","2014-09-29","2","0","United States","Paul Prost","Longer-Life Soft White Bulbs","PP-18955"
"Furniture","2348.82","2014-10-01","FUR-TA-10002958","Seattle","399.2994","Washington","98115","5627","West","Second Class","CA-2014-126683","Home Office","Tables","2014-09-29","9","0","United States","Paul Prost","Bevis Oval Conference Table, Walnut","PP-18955"
"Office Supplies","13.872","2017-07-01","OFF-LA-10004689","Miami","4.6818","Florida","33180","5628","South","Standard Class","CA-2017-148810","Corporate","Labels","2017-06-26","6","","United States","Dan Reichenbach","Avery 512","DR-12880"
"Furniture","273.552","2017-07-01","FUR-CH-10001545","Miami","-13.6776","Florida","33180","5629","South","Standard Class","CA-2017-148810","Corporate","Chairs","2017-06-26","3","","United States","Dan Reichenbach","Hon Comfortask Task/Swivel Chairs","DR-12880"
"Furniture","815.292","2016-08-23","FUR-TA-10002530","Philadelphia","-339.705","Pennsylvania","19143","5630","East","Second Class","US-2016-146066","Home Office","Tables","2016-08-21","9","","United States","Rick Bensley","Iceberg OfficeWorks 42"" Round Tables","RB-19465"
